TITLE,LOCATION,PRICE,LAND AREA,BUILDUP AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,BUILT YEAR,PARKING,AMENITIES
Commercial house for rent in Dhobighat,"Dhobighat, Lalitpur",Rs. 1.5 Lac/m,,,12-18 Feet,North-West,2,2,2,2072 B.S,,"['Drainage', 'Bathroom', 'Parking']"
"House on sale in RKD Colony, Dhungeadda","Dhungeadda, Kathmandu",Rs. 2.98 Cr ,4.1 aana,,13 Feet,South-West,2.5,7,4,2078 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking', 'Power Backup', 'Parquet']"
"Brand new house on sale in Kantipur Colony, Kusunti","Kusunti, Lalitpur",Rs. 3.1 Cr ,4.3 aana,,20 Feet,South-East,2.5,4,4,2065 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden', 'Internet']"
"House on sale near Malpot Office, Chabahil","Chabahil, Kathmandu",Rs. 3.2 Cr ,4.2 aana,,20 Feet,West,3,8,6,2076 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Marbel']"
"Full furnished house on sale in Padma Colony, Sitapaila","Sitapaila, Kathmandu",Rs. 2.7 Cr ,3.2 aana,1474.69 Sq. Feet,20 Feet,South,2.5,4,4,2078 B.S,,"['Power Backup', 'Gym', 'Drinking Water', 'Water Purifier', 'Drainage', 'Bathroom', 'Parking', 'Internet', 'Garden', 'Swimming Pool', 'Marbel']"
"Bungalow house for sale in Radhe Radhe, Bhaktapur","Radhe Radhe, Bhaktapur",Rs. 2.7 Cr ,4.3 aana,2905 Sq. Feet,20 Feet,East,2.5,4,4,2077 B.S,,"['Bathroom', 'Drainage', 'Parking']"
House for sale in Imadol,"Imadol, Lalitpur",Rs. 2.3 Cr ,4.0 aana,,13 Feet,South-East,3.5,6,4,2076 B.S,,"['Marbel', 'Bathroom', 'Drainage', 'Parking']"
House on sale in land price at Chhauni,"Chhauni, Kathmandu",Rs. 55 Lac/aana,5.0 aana,,10/16 Feet,South,1,2,2,2076 B.S,,"['Drainage', 'Bathroom', 'Parking', 'Marbel']"
"House on sale at Pasikot, Budhanilkantha","Pasikot, Kathmandu",Rs. 3.8 Cr ,5.0 aana,,12-18 Feet,East,2.5,4,4,2062 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Earthquake Resistant']"
"Brand new bungalow for rent in Khanepani Height, Bhaisepati","Bhaisepati, Lalitpur",Rs. 4 Lac/m,32.0 aana,3000 Sq. Feet,20 Feet,East,2.5,4,5,2068 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Garden', 'Parking', 'Internet', 'Marbel', 'Modular Kitchen']"
"House for sale in Phulbari Marga, Nakhu","Nakkhu, Lalitpur",Rs. 2.3 Cr ,3.0 aana,,13 Feet,West,2.5,3,3,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Internet', 'Garden', 'Marbel']"
Brand new house on sale in Golfutar,"Golfutar, Kathmandu",Rs. 1.6 Cr ,4.0 aana,,13 Feet,South-East,1,3,1,2074 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
"House for sale in Nakhudole, Lalitpur","Nakkhu, Lalitpur",Rs. 3 Cr ,4.0 aana,,14 Feet,South,2.5,4,4,2078 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden', 'Internet']"
Bungalow on sale in Jarankhu,"Jarankhu, Kathmandu",Rs. 6.5 Cr ,16.0 aana,,12 Feet,West,2.5,5,3,2077 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden', 'Power Backup']"
Bungalow house on rent for office purpose at Pulchowk,"Pulchowk, Lalitpur",Rs. 9.89 Lac/m,5456 sq. ft,5456 Sq. Feet,20 Feet,South,3.5,4,4,2068 B.S,,"['Drainage', 'Bathroom', 'Garden', 'Parking', 'Parquet']"
"House on sale in Sundarbasti, Golfutar","Sundarbasti, Kathmandu",Rs. 2.5 Cr ,4.0 aana,,12 Feet,South-East,2.5,4,2,2062 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Marbel']"
Commercial building on sale in Basundhara,"Basundhara, Kathmandu",Rs. 15 Cr ,7.1 aana,,14-20 Feet,South,6,4,4,2068 B.S,,"['Earthquake Resistant', 'Marbel', 'Bathroom', 'Drainage', 'Parking']"
Residential bungalow on sale at Bhaisepati,"Bhaisepati, Lalitpur",Rs. 4.25 Cr ,5.0 aana,,10/15 Feet,North,2.5,4,5,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Parquet', 'Marbel', 'AirCon', 'Garden']"
Brand new house on sale at Kusunti,"Kusunti, Lalitpur",Rs. 2.75 Cr ,4.0 aana,,15 Feet,South,2.5,5,3,2074 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Parquet']"
"Bungalow for rent at Siddhartha Colony, Budhanilkantha","Siddhartha Colony, Kathmandu",Rs. 3 Lac/m,25.0 aana,,18 Feet,South,2.5,4,4,2078 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden', 'Parquet']"
Bungalow house on rent in Sanepa,"Sanepa, Lalitpur",Rs. 2.5 Lac/m,19.0 aana,,12-18 Feet,North,2.5,9,2,2078 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden']"
House for rent in Sanobharyang,"Sanobharyang, Kathmandu",Rs. 1 Lac/m,13.0 aana,,12-18 Feet,South,2.5,6,,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden']"
Full furnished house for rent in Bhaisepati,"Bhaisepati, Lalitpur","Rs. 85,000 /m",,,12-18 Feet,,2.5,5,4,2064 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
"House on sale near Aawas Marga, Bhaisepati","Bhaisepati, Lalitpur",Rs. 3.6 Cr ,5.0 aana,,13 Feet,South,2.5,4,4,2064 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water', 'Power Backup', 'Internet', 'Garden', 'Parquet']"
Brand new house for sale in Nakkhu,"Nakkhu, Lalitpur",Rs. 2.3 Cr ,3.0 aana,,13 Feet,North,2.5,3,3,2054 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Internet', 'Marbel', 'Parquet']"
"House for sale near Civil Homes, Dhapakhel","Dhapakhel, Lalitpur",Rs. 2.9 Cr ,4.0 aana,,20 Feet,South,2.5,7,5,2074 B.S,,"['Bathroom', 'Drinking Water', 'Parking', 'Internet', 'Garden', 'Marbel']"
Residential house for sale in Thankot,"Thankot, Kathmandu",Rs. 1.35 Cr ,3.2 aana,,13 Feet,East,2.5,,,,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Residential house for sale at Imadol,"Imadol, Lalitpur",Rs. 2.5 Cr ,5.2 aana,,13 Feet,West,2.5,7,3,2068 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
"House for sale in Ranibari, Samakhusi","Samakhusi, Kathmandu",Rs. 3.4 Cr ,6.1 aana,,12-18 Feet,West,3.5,10,4,2077 B.S,,"['Earthquake Resistant', 'Power Backup', 'Water Purifier', 'Garden', 'Parking', 'Internet', 'Drinking Water', 'Bathroom', 'Drainage']"
House on sale at Sukedhara,"Sukedhara, Kathmandu",Rs. 2.8 Cr ,3.1 aana,,25 Feet,West,4,10,3,2078 B.S,,"['Drainage', 'Drinking Water', 'Internet', 'Parking', 'Bathroom']"
Residential house for sale in Imadol,"Imadol, Lalitpur",Rs. 2.95 Cr ,5.3 aana,,16 Feet,East,2.5,6,4,2078 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking', 'Parquet', 'Marbel']"
"House on sale in Nayabazar, Bhaisepati","Bhaisepati, Lalitpur",Rs. 3.35 Cr ,5.0 aana,,13 Feet,South West,2.5,5,3,2074 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
"Residential house on sale in Ganesh Chowk, Budhanilkantha","Ganesh Chowk, Kathmandu",Rs. 2.25 Cr ,4.0 aana,,12 Feet,East,2.5,,,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Parquet']"
"Brand new house for sale near Grande Hospital, Dhapasi","Dhapasi, Kathmandu",Rs. 3.75 Cr ,4.0 aana,,13 Feet,North East,2.5,5,,2078 B.S,,"['Parquet', 'Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Power Backup']"
Bungalow house for sale at Sukedhara,"Sukedhara, Kathmandu",Rs. 4.5 Cr ,6.2 aana,,12 Feet,East,2.5,,,2078 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'AirCon', 'Marbel']"
"Brand new hotel on lease in Kalanki, near Makalu Petrol Pump","Kalanki, Kathmandu",Rs. 5 Lac/m,7.2 aana,14000 Sq. Feet,12-18 Feet,South,7,23,23,2074 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Marbel']"
"Brand new house on sale in Lubhu, Changathali","Lubhu, Lalitpur",Rs. 1.95 Cr ,3.2 aana,,14 Feet,East,2.5,,,,,"['Internet', 'Drainage', 'Bathroom', 'Drinking Water', 'Marbel']"
"Brand new house on sale in Sallaghari, Bhaktapur","Sallaghari, Bhaktapur",Rs. 2.5 Cr ,4.0 aana,,13 Feet,South West,2.5,6,3,2062 B.S,,"['Earthquake Resistant', 'Marbel', 'Power Backup', 'Modular Kitchen', 'Drinking Water', 'Bathroom', 'Drainage']"
"House on rent in Bhotebahal, Kathmandu","Bhote Bahal, Kathmandu",Rs. 1.49 Lac/m,16.0 aana,,15 Feet,South West,2.5,5,3,2077 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking']"
House on rent in Dhapakhel,"Dhapakhel, Lalitpur","Rs. 40,000 /m",3.0 aana,,16-20 Feet,South,2.5,3,,2069 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking']"
House for rent in Gyaneshwor,"Gyaneshwor, Kathmandu",Rs. 2.75 Lac/m,18.0 aana,,12-18 Feet,East,2.5,,3,,,"['Drainage', 'Bathroom', 'Parking']"
Bungalow house for rent in Sanepa,"Sanepa, Lalitpur",Rs. 2.8 Lac/m,24.0 aana,,12-18 Feet,South,2.5,4,3,,,"['Parquet', 'Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking', 'Power Backup']"
Bungalow house for rent in Manbhawan,"Manbhawan, Lalitpur",Rs. 1.9 Lac/m,24.0 aana,,12-18 Feet,West,2.5,6,4,2077 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden', 'Parquet', 'Marbel']"
Flat system house for rent in Banasthali,"Banasthali, Kathmandu",Rs. 1.5 Lac/m,8.2 aana,,12-18 Feet,South,5,,,,,"['Bathroom', 'Drainage', 'Parking']"
"House for rent in Setipakha, Imadol","Setipakha, Lalitpur","Rs. 55,000 /m",4.0 aana,2700 Sq. Feet,12-18 Feet,East,2.5,7,3,2072 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
Bungalow house for rent in Bhaisepati,"Bhaisepati, Lalitpur",Rs. 2 Lac/m,16.0 aana,,12-18 Feet,West,2,6,5,2073 B.S,,"['Drainage', 'Drinking Water', 'Bathroom', 'Parking', 'Garden', 'Power Backup']"
"House for sale in Chandragiri - 1, Srijana Chowk","Srijana Chowk, Kathmandu",Rs. 1.6 Cr ,3.3 aana,,8 Feet,East,2.5,5,3,2072 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Power Backup']"
Bungalow house for rent in Dhobighat,"Dhobighat, Lalitpur",Rs. 2 Lac/m,4.0 aana,,12-16 Feet,West,2.5,4,4,2072 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'AirCon', 'Marbel']"
Beautiful house for rent in Thapathali,"Thapathali, Kathmandu",Rs. 1.7 Lac/m,10.0 aana,,12-18 Feet,South West,2.5,4,4,2073 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden']"
House for rent in Satdobato,"Satdobato, Lalitpur","Rs. 70,000 /m",7.2 aana,,12-18 Feet,East,2,4,2,2063 B.S,,"['Bathroom', 'Drainage', 'Parking']"
House for rent in Nakkhu,"Nakkhu, Lalitpur",Rs. 1.5 Lac/m,7.0 aana,,12-18 Feet,East,3.5,4,4,2072 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Marbel']"
House for rent in Shankhamul,"Shankhamul, Kathmandu",Rs. 1 Lac/m,7.0 aana,,12-18 Feet,South,2.5,6,2,2073 B.S,,"['Garden', 'Parking', 'Drainage', 'Bathroom', 'Drinking Water']"
House for rent in Bhanimandal,"Bhanimandal, Lalitpur",Rs. 1.6 Lac/m,10.0 aana,,13-20 Feet,East,2.5,8,5,2078 B.S,,"['Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Parquet']"
Commercial house for rent in Bakhundol,"Bakhundole, Lalitpur",Rs. 3 Lac/m,16.0 aana,,12-18 Feet,North,4.5,,8,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden', 'Marbel']"
Full furnished house on rent at Bhaisepati,"Bhaisepati, Lalitpur",Rs. 1.5 Lac/m,12.0 aana,,12-18 Feet,North,2.5,5,4,2065 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Power Backup', 'Garden', 'Parquet', 'AirCon']"
House for rent in Jawalakhel,"Jawalakhel, Lalitpur",Rs. 1 Lac/m,,,12-18 Feet,West,2.5,,,2076 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden']"
Residential house on sale in Dhungedhara,"Dhungedhara, Kathmandu",Rs. 2.75 Cr ,4.0 aana,3500 Sq. Feet,13 Feet,North,2.5,5,6,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']"
Bungalow house for rent in Thapathali,"Thapathali, Kathmandu",Rs. 5 Lac/m,22.0 aana,,12-18 Feet,West,2.5,5,6,2077 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking', 'Marbel']"
"Full furnished house for rent in Vinayak Colony, Bhaisepati","Bhaisepati, Lalitpur",Rs. 1 Lac/m,5.2 aana,,14-20 Feet,West,2.5,4,,,,"['Parquet', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
House for rent in Hattiban,"Hattiban, Lalitpur","Rs. 75,000 /m",5.0 aana,2085 Sq. Feet,20 Feet,North,2.5,5,4,2074 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Residential house for sale in Sukedhara,"Sukedhara, Kathmandu",Rs. 1.6 Cr ,2.3 aana,1500 Sq. Feet,13 Feet,North,2.5,5,3,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
Bungalow for rent in Jhamsikhel,"Jhamsikhel, Lalitpur",Rs. 4 Lac/m,16.0 aana,,12-18 Feet,North,2.5,7,,2077 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden', 'Marbel']"
"House on sale in Kapan, near Karuna Hospital","Kapan, Kathmandu",Rs. 1.18 Cr ,3.0 aana,,12-18 Feet,West,1,,,2068 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
"Residential house for sale in Aryal Gaun, Mulpani","Mulpani, Kathmandu",Rs. 1.4 Cr ,3.0 aana,,8 Feet,West,2.5,5,3,2062 B.S,,"['Marbel', 'Bathroom', 'Drainage', 'Parking', 'Earthquake Resistant', 'Internet']"
"Bungalow on sale near American Embassy, Maharajgunj","Maharajgunj, Kathmandu",Rs. 6 Cr ,7.0 aana,,12-18 Feet,West,2.5,5,6,2068 B.S,,"['Earthquake Resistant', 'Garden', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Parquet']"
"Bungalow on sale in Mandikhatar, CRD Colony","Mandikhatar, Kathmandu",Rs. 5.75 Cr ,9.2 aana,,12-18 Feet,East,2.5,4,,2078 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden', 'Marbel']"
"Residential house for sale in Sukedhara, near Ekatabasti road","Sukedhara, Kathmandu",Rs. 2.7 Cr ,4.0 aana,,13 Feet,South,2.5,,,2074 B.S,,"['Earthquake Resistant', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Internet']"
"Brand new house on sale in Dahachowk, Chandragiri","Dahachowk, Kathmandu",Rs. 1.8 Cr ,2.4 aana,2000 Sq. Feet,18 Feet,West,2.5,4,3,2078 B.S,,"['Earthquake Resistant', 'Modular Kitchen', 'Parking', 'Playground', 'Drinking Water', 'Bathroom', 'Drainage', 'Parquet', 'Marbel']"
Brand new house on sale in Kapan,"Kapan, Kathmandu",Rs. 3.1 Cr ,5.0 aana,,13 Feet,West,2.5,,,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
"House for sale in Vinayak Colony, Bhaisepati","Bhaisepati, Lalitpur",Rs. 5.75 Cr ,5.2 aana,3000 Sq. Feet,18-20 Feet,South,2.5,5,4,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden', 'Power Backup', 'Water Purifier', 'Parquet', 'Playground', 'Swimming Pool', 'Marbel']"
Residential bungalow on rent in Bhaisepati,"Bhaisepati, Lalitpur",Rs. 2.5 Lac/m,20.0 aana,,20 Feet,South,2.5,5,6,2064 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Internet', 'Garden']"
"House for sale in Thecho, Godawari","Thecho, Lalitpur",Rs. 2.75 Cr ,5.3 aana,,12 Feet,South,3.5,7,5,2064 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']"
Brand new house on sale in Nakhipot,"Nakhipot, Lalitpur",Rs. 2.35 Cr ,3.1 aana,1959 Sq. Feet,15 Feet,East,2.5,4,4,2054 B.S,,"['Bathroom', 'Drainage', 'Garden', 'Parking', 'Internet', 'Drinking Water', 'Marbel']"
"Brand new bungalow house for sale in Shuva Homes, Tokha","Tokha, Kathmandu",Rs. 3.25 Cr ,4.0 aana,,18-26 Feet,North,2.5,3,,2074 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking']"
Brand new house on sale in Sitapaila,"Sitapaila, Kathmandu",Rs. 2.15 Cr ,3.2 aana,,13 Feet,East,2.5,,,,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Marbel']"
Residential house on sale in Sukedhara,"Sukedhara, Kathmandu",Rs. 4 Cr ,5.2 aana,,14 Feet,West,2.5,,,2068 B.S,,"['Earthquake Resistant', 'Garden', 'Parking', 'Parquet', 'Marbel', 'Drinking Water', 'Bathroom', 'Power Backup', 'Drainage', 'Modular Kitchen']"
Residential house for sale in Dhapasi,"Dhapasi, Kathmandu",Rs. 3 Cr ,4.0 aana,2400 Sq. Feet,28 Feet,South West,3,5,5,2077 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']"
"Bungalow for sale in Deuba Chowk, Budhanilkantha","Deuwa chowk, Kathmandu",Rs. 4.7 Cr ,6.0 aana,,15 Feet,North,2.5,4,5,2078 B.S,,"['Marbel', 'Parquet', 'Garden', 'Bathroom', 'Power Backup', 'Drainage', 'Drinking Water', 'Parking']"
Commercial house on sale in Shankhamul,"Shankhamul, Kathmandu",Rs. 5.1 Cr ,3.0 aana,,12 Feet,East,5.5,12,6,2078 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
"Traditionally designed heritage home for sale at Kamalbinayak Town Planning, Bhaktapur ","Kamalbinayak, Bhaktapur",Rs. 3.99 Cr ,4.2 aana,3711 Sq. Feet,13 Feet,South West,4.5,9,6,2074 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
"Brand new house on sale in Nayabasti, Imadol","Imadol, Lalitpur",Price on call,4.2 aana,,20 Feet,North East,2.5,6,4,2078 B.S,,"['Garden', 'Power Backup', 'Parking', 'Modular Kitchen', 'Drainage', 'Bathroom', 'Drinking Water', 'Internet', 'Parquet', 'Water Purifier', 'Marbel']"
"House on sale in Mahadevtar, Tokha","Mahadevtar, Kathmandu",Rs. 4.25 Cr ,7.2 aana,,12 Feet,East,3.5,14,7,2078 B.S,,"['Bathroom', 'Drainage', 'Power Backup', 'Parking']"
"Bungalow on rent in CG Hills, Hattigauda","Hattigaunda, Kathmandu",Rs. 1.74 Lac ,2800 sq. ft,2800 Sq. Feet,16-20 Feet,East,2.5,5,5,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Garden', 'Parking', 'Marbel', 'Modular Kitchen', 'AirCon']"
Residential house on sale in Khumaltar,"Khumaltar, Lalitpur",Rs. 2.85 Cr ,5.0 aana,,13 Feet,North East,2.5,4,5,2074 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
"House on rent in Aawas Marga, Bhaisepati","Bhaisepati, Lalitpur",Rs. 2 Lac/m,4.0 aana,,14-20 Feet,East,2.5,7,9,,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Internet', 'Marbel']"
"House on sale at Rudreshwor, Budhanilkantha","Rudreshwor, Kathmandu",Rs. 2.6 Cr ,5.1 aana,,16 Feet,South,2.5,,,2062 B.S,,"['Drinking Water', 'Bathroom', 'Drainage']"
"Brand new house for sale in Kapan, Ram Mandir","Ram Mandir, Kathmandu",Rs. 2.85 Cr ,5.0 aana,,16 Feet,North,2.5,6,4,2077 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Parquet', 'Marbel']"
Commercial house on sale in Bagbazar,"Bagbazar, Kathmandu",Rs. 2.6 Cr ,2.0 aana,,20 Feet,East,5,4,4,2060 B.S,,"['Bathroom', 'Drainage', 'Drinking Water']"
House on sale in Khusibu Townplanning,"Khusibu, Kathmandu",Rs. 2.25 Cr ,2.2 aana,,13 Feet,East,2.5,6,3,2072 B.S,,"['Drainage', 'Bathroom', 'Drinking Water']"
House for sale in Chhauni,"Chhauni, Kathmandu",Rs. 3.1 Cr ,4.2 aana,,14 Feet,North,2.5,4,3,2073 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']"
"House on sale in Chhauni, Kimdol","Chhauni, Kathmandu",Rs. 8.5 Cr ,12.2 aana,,12 Feet,East,2.5,5,5,2077 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden']"
"House for sale in Setipakha, Imadol","Setipakha, Lalitpur",Rs. 2.25 Cr ,4.1 aana,,12 Feet,East,2.5,5,3,2074 B.S,,"['Marbel', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Bathroom']"
"Brand new house on sale in High Vision Colony, Gurjudhara","Gurjudhara, Kathmandu",Rs. 1.55 Cr ,3.0 aana,,13 Feet,West,2.5,4,4,2072 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Marbel']"
"Luxurious bungalow on sale in Hattigauda, Budhanilkantha","Hattigaunda, Kathmandu",Rs. 3.25 Cr ,4.0 aana,,15 Feet,East,2.5,5,5,2073 B.S,,"['Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden']"
Luxurious bungalow for sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 10 Cr ,12.0 aana,,13 Feet,West,3.5,6,8,2072 B.S,,"['Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Gym', 'Garden']"
House on sale near Tinkune,"Tinkune, Kathmandu",Rs. 4.5 Cr ,4.2 aana,,16 Feet,East,2.5,6,4,2072 B.S,,"['Bathroom', 'Drainage', 'Parking']"
House and land on sale in Kirtipur,"Kirtipur, Kathmandu",Rs. 2.85 Cr ,10.0 aana,0-7-0-0 Ropani-aana-Paisa-Daam,12-18 Feet,West,3,6,4,2073 B.S,,"['Bathroom', 'Drinking Water', 'Drainage']"
Commercial/Residential bungalow for rent in Bhaisepati,"Bhaisepati, Lalitpur",Rs. 2.5 Lac/m,13.0 aana,5000 Sq. Feet,30 Feet,East,3,4,4,2063 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Modular Kitchen', 'Garden']"
Residential house on sale in Sanepa,"Sanepa, Lalitpur",Rs. 6.8 Cr ,8.0 aana,,8-12 Feet,South-East,2.5,6,6,2072 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden', 'Parquet']"
Brand new house on sale in Ekatabasti,"Ekatabasti, Kathmandu",Rs. 2.97 Cr ,4.1 aana,,16 Feet,,2.5,,,2073 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Internet', 'Parking', 'Earthquake Resistant', 'Marbel', 'Power Backup']"
Residential house on sale in Dhungeadda,"Dhungeadda, Kathmandu",Rs. 7.25 Cr ,16.0 aana,,12 Feet,North,2.5,5,6,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden', 'Marbel']"
"Brand new house for sale in Hattiban, Kharibot, Lalitpur ","Hattiban, Lalitpur",Rs. 2.87 Cr ,4.1 aana,1403.225 Sq. Feet,13 Feet,South,3,6,6,2078 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'MiCrowave', 'Modular Kitchen', 'Internet', 'Drinking Water', 'Parking', 'Bathroom', 'Drainage']"
Residential house on sale in Basundhara,"Basundhara, Kathmandu",Rs. 9.2 Cr ,12.0 aana,,20 Feet,South-West,3.5,7,6,2065 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']"
"Luxurious bungalow on sale in Bhangal, Budhanilkantha","Bhangal , Kathmandu",Rs. 6.9 Cr ,8.2 aana,,13 Feet,East,2.5,,,2076 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Internet', 'Marbel']"
"Commercial house on sale in Sundarbasti, Budhanilkantha","Sundarbasti, Kathmandu",Rs. 1.58 Cr ,2.3 aana,,30 Feet,North,2.5,,,2078 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Marbel']"
Brand new house on sale in Bhangal,"Bhangal , Kathmandu",Rs. 2.98 Cr ,5.0 aana,,12 Feet,South,2.5,,,2077 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Earthquake Resistant', 'Internet', 'Marbel']"
"Best new design house for sale in Durgapur, Mechinagar, Jhapa","Durgapur, Jhapa",Rs. 38 Lac ,1250 sq. ft,1250 Sq. Feet,30 Feet,West,,3,1,2065 B.S,,"['Earthquake Resistant', 'Dining Room', 'MiCrowave', 'Water Purifier', 'Bed Room', 'Garden', 'Modular Kitchen', 'Drinking Water', 'Bathroom', 'TV', 'Drainage']"
Building for rent in Gothatar,"Gothatar, Kathmandu",Rs. 2 Lac/m,40.0 aana,3000 Sq. Feet,18 Feet,North,3,18,5,2068 B.S,,"['Drainage', 'Bathroom', 'Parking', 'Garden', 'Internet']"
Building for rent in Lagankhel,"Lagankhel, Lalitpur",Rs. 8 Lac/m,48.0 aana,,26 Feet,South,5,,10,2062 B.S,,"['Marbel', 'Bathroom', 'Drainage', 'Parking', 'Garden', 'Internet']"
"Brand new house on sale in Hattigauda, Ganesh Chowk","Ganesh Chowk, Kathmandu",Rs. 3.2 Cr ,4.0 aana,,15 Feet,South,2.5,4,4,2077 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Internet', 'Garden', 'Parquet']"
